asset,dim,default_max_prev,default_max_new,webgl_override,android_override,readwrite_prev,readwrite_new,status
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/Furniture Mega Pack/Textures/Sofas/Sofa10/Sofa10_mat_Sofa10_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png,1024,4096,2048,-,-,False,False,APPLIED
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Metallic.png,1024,4096,2048,-,-,False,False,APPLIED
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Mixed_AO.png,1024,4096,2048,-,-,False,False,APPLIED
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Normal_OpenGL.png,1024,4096,2048,-,-,False,False,APPLIED
SUMMARY,textures_changed=551,,,,,,,
