prefab,pathObject,rendererCount,totalVertices,totalTriangles,materialSlots,meshColliderCount,meshColliderTriangles,lodGroupCount,shadowCasters,architectureCandidate
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Ray Interactor.prefab","Ray Interactor",1,0,0,1,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Right_NearFarInteractor.prefab","Right_NearFarInteractor",1,0,0,1,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Teleport Interactor.prefab","Teleport Interactor",1,0,0,1,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Permissions Manager.prefab","Permissions Manager",0,0,0,0,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Teleport/Blocking Teleport Reticle.prefab","Blocking Teleport Reticle",3,477,792,3,0,0,0,3,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Teleport/Climb Teleport Arrow.prefab","Climb Teleport Arrow",0,0,0,0,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Teleport/Directional Teleport Reticle.prefab","Directional Teleport Reticle",2,1205,1412,2,0,0,0,2,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/XR Origin (XR Rig).prefab","XR Origin (XR Rig)",24,10618,16032,24,0,0,0,20,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/XR Device Simulator/UI/XR Device Simulator UI.prefab","XR Device Simulator UI",0,0,0,0,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/XR Device Simulator/XR Device Simulator.prefab","XR Device Simulator",0,0,0,0,0,0,0,0,False
"Assets/SimpleNaturePack/Prefabs/Branch_01.prefab","Branch_01",1,198,66,1,1,66,0,1,False
"Assets/SimpleNaturePack/Prefabs/Bush_01.prefab","Bush_01",2,372,124,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Bush_02.prefab","Bush_02",2,316,118,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Bush_03.prefab","Bush_03",2,2124,979,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Flowers_01.prefab","Flowers_01",2,1338,624,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Flowers_02.prefab","Flowers_02",2,1844,870,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Grass_01.prefab","Grass_01",2,612,260,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Grass_02.prefab","Grass_02",2,254,118,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Ground_01.prefab","Ground_01",1,1319,440,1,1,440,0,1,False
"Assets/SimpleNaturePack/Prefabs/Ground_02.prefab","Ground_02",1,1319,440,1,1,440,0,1,False
"Assets/SimpleNaturePack/Prefabs/Ground_03.prefab","Ground_03",1,1316,440,1,1,440,0,1,False
"Assets/SimpleNaturePack/Prefabs/Mushroom_01.prefab","Mushroom_01",2,1096,382,2,0,0,1,2,True
"Assets/SimpleNaturePack/Prefabs/Mushroom_02.prefab","Mushroom_02",2,242,114,2,0,0,1,2,True
"Assets/SimpleNaturePack/Prefabs/Rock_01.prefab","Rock_01",1,84,28,1,1,28,0,1,False
"Assets/SimpleNaturePack/Prefabs/Rock_02.prefab","Rock_02",1,78,26,1,1,26,0,1,False
"Assets/SimpleNaturePack/Prefabs/Rock_03.prefab","Rock_03",1,60,20,1,1,20,0,1,False
"Assets/SimpleNaturePack/Prefabs/Rock_04.prefab","Rock_04",1,84,28,1,1,28,0,1,False
"Assets/SimpleNaturePack/Prefabs/Rock_05.prefab","Rock_05",1,132,76,1,1,76,0,1,False
"Assets/SimpleNaturePack/Prefabs/Stump_01.prefab","Stump_01",2,508,170,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Tree_01.prefab","Tree_01",2,1969,658,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Tree_02.prefab","Tree_02",2,1642,692,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Tree_03.prefab","Tree_03",2,1423,504,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Tree_04.prefab","Tree_04",2,1415,658,2,0,0,1,2,False
"Assets/SimpleNaturePack/Prefabs/Tree_05.prefab","Tree_05",2,740,332,2,0,0,1,2,False
"Assets/StarterAssets/FirstPersonController/Prefabs/MainCamera.prefab","MainCamera",0,0,0,0,0,0,0,0,False
"Assets/StarterAssets/FirstPersonController/Prefabs/NestedParent_Unpack.prefab","NestedParent_Unpack",1,550,832,1,0,0,0,1,False
"Assets/StarterAssets/FirstPersonController/Prefabs/PlayerCapsule.prefab","PlayerCapsule",1,550,832,1,0,0,0,1,False
"Assets/StarterAssets/Mobile/Prefabs/CanvasInputs/UI_Canvas_StarterAssetsInputs_TouchZones.prefab","UI_Canvas_StarterAssetsInputs_TouchZones",0,0,0,0,0,0,0,0,False
"Assets/StarterAssets/Mobile/Prefabs/VirtualInputs/UI_Virtual_TouchZone.prefab","UI_Virtual_TouchZone",0,0,0,0,0,0,0,0,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_0-1.prefab","Domino_0-1",2,88,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_0-3.prefab","Domino_0-3",2,88,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_0-5.prefab","Domino_0-5",2,88,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_1-2.prefab","Domino_1-2",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_1-4.prefab","Domino_1-4",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_1-6.prefab","Domino_1-6",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_2-3.prefab","Domino_2-3",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_2-4.prefab","Domino_2-4",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_2-5.prefab","Domino_2-5",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_3-3.prefab","Domino_3-3",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_3-5.prefab","Domino_3-5",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_4-5.prefab","Domino_4-5",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_4-6.prefab","Domino_4-6",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_5-5.prefab","Domino_5-5",2,86,76,2,1,60,1,2,False
"Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Dominos/Domino_6-6.prefab","Domino_6-6",2,86,76,2,1,60,1,2,False
"Assets/TerrainSampleAssets/Prefabs/Grass_A.prefab","Grass_A",1,164,128,1,0,0,0,1,True
"Assets/TerrainSampleAssets/Prefabs/Grass_B.prefab","Grass_B",1,1408,1136,1,0,0,0,1,True
"Assets/TerrainSampleAssets/Prefabs/Grass_D.prefab","Grass_D",1,1077,1268,1,0,0,0,1,True
"Assets/TerrainSampleAssets/Prefabs/GrassDry_A.prefab","GrassDry_A",1,172,173,1,0,0,0,1,True
"Assets/TerrainSampleAssets/Prefabs/GrassDry_B.prefab","GrassDry_B",1,180,168,1,0,0,0,1,True
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Floor/RugDoorMat.prefab","RugDoorMat",1,72,36,1,0,0,0,1,True
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Furniture/TableRectangleShort.prefab","TableRectangleShort",1,144,72,1,0,0,0,1,False
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Lights/LampTall.prefab","LampTall",4,761,602,4,0,0,0,4,False
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Props/PlantPotMedium.prefab","PlantPotMedium",2,1034,832,2,0,0,0,2,False
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Props/PlantPotRoundMedium.prefab","PlantPotRoundMedium",2,1011,832,2,0,0,0,2,False
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Walls/WallWindow2m.prefab","WallWindow2m",6,452,284,6,0,0,0,6,True
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Walls/WallWindowBay4m.prefab","WallWindowBay4m",8,1062,758,8,0,0,0,8,True
"Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Walls/WallWindowTall4m.prefab","WallWindowTall4m",4,288,168,4,0,0,0,4,True
"Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipelineResources/Prefab/UnityMaterialBall.prefab","UnityMaterialBall",11,23819,39270,11,0,0,0,11,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Resources/DebugUICanvas.prefab","DebugUICanvas",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Resources/DebugUIPersistentCanvas.prefab","DebugUIPersistentCanvas",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab","DebugUIBitField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIButton.prefab","DebugUIButton",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIColor.prefab","DebugUIColor",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIEnumField.prefab","DebugUIEnumField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIEnumHistory.prefab","DebugUIEnumHistory",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIFloatField.prefab","DebugUIFloatField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIFoldout.prefab","DebugUIFoldout",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIGroup.prefab","DebugUIGroup",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab","DebugUIHandlerRenderingLayerField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHBox.prefab","DebugUIHBox",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIIntField.prefab","DebugUIIntField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIMessageBox.prefab","DebugUIMessageBox",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIObject.prefab","DebugUIObject",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIObjectList.prefab","DebugUIObjectList",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIObjectPopupField.prefab","DebugUIObjectPopupField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIPanel.prefab","DebugUIPanel",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIProgressBar.prefab","DebugUIProgressBar",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIRow.prefab","DebugUIRow",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIToggle.prefab","DebugUIToggle",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIToggleHistory.prefab","DebugUIToggleHistory",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIUIntField.prefab","DebugUIUIntField",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIValue.prefab","DebugUIValue",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIValuePersistent.prefab","DebugUIValuePersistent",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIValueTuple.prefab","DebugUIValueTuple",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIVBox.prefab","DebugUIVBox",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIVector2.prefab","DebugUIVector2",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIVector3.prefab","DebugUIVector3",0,0,0,0,0,0,0,0,False
"Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIVector4.prefab","DebugUIVector4",0,0,0,0,0,0,0,0,False
"Packages/org.khronos.unitygltf/Runtime/Prefabs/GLTF.prefab","GLTF",0,0,0,0,0,0,0,0,False
"Packages/org.khronos.unitygltf/Runtime/Resources/TestScenePrefab.prefab","TestScenePrefab",0,0,0,0,0,0,0,0,False
"Packages/com.unity.xr.legacyinputhelpers/Prefabs/XRRig.prefab","XRRig",0,0,0,0,0,0,0,0,False
