path,shader,renderQueue,enableInstancing,mainTexture
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/M_washbasin2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washbasin/washbasin_M_washbasin_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/metaldryer.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/Mirror01.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/phong1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_wall/bathroom_wall_phong1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/toilet_wood1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood/3_toilet_wood1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/toilet_wood_1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/tolpaper.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper/tolpaper_DefaultMaterial_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/towl_2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/washingglass.mat","Universal Render Pipeline/Lit",3000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/washingMachine.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/washingmachineclosed.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed_coat.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed_lamp_glass1.mat","Universal Render Pipeline/Lit",3000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bed_lamp_glass1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed_sheet.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed_sider.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedroom_floor3.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedroom_wall4.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_wall4_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedroom_wood_side_table.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table/bedside_table_bedside_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Bedroom_wood_table.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedside_lamp1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bedside_lamp1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/carpet.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet/carpet_carpet_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/CommonCeramic01.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/CommonCeramic02Biege.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/CommonPlastic01.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/dressing_mirror1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/dressing_mirror_glass.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/glass_wall_glass4.mat","Universal Render Pipeline/Lit",3000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_glass_wall_glass4_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Paintings_House.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2/Painting_Small_C_Paintings_House_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Paintings_House_1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Painting_StandPhoto_C_Paintings_House_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Paintings_House_2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3/Painting_StandPhoto_A_Paintings_House_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Paintings_House_4.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_1/Painting_Photo_B_Paintings_House_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/pattern_wall.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/pillow_1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/Air Conditioner.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_DefaultMaterial_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/Brass.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Common/Cherry Highgloss.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Common/Chrome Clean.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Common/door1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_door_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/lamp.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/Lamp_emission.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Common/little_props.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/little_props/little_props_d-Recovered_1.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/magazine1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Magazine/magazine.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/plate.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_BaseColor.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/Shadow Caster.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Materials/Common/Socket.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Socket/socket_M_socket_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/Switch.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Switch/switch_M_switch_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/switch1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Common/switch2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Dining Room/Cutlery.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/CUTLERY/Cutlery FBX_Cutlery_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Dining Room/diining_chair_wood.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Dining Room/dinning_chair_cusion.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Dining Room/dinning_table.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Dining Room/Table Mat.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Dining Room/food_cloth/tablemat_1.1_BaseColor.png"
"Assets/DevDen Arch Viz Scotland/Materials/Dining Room/trash-can.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/trash-can_albedo.png"
"Assets/DevDen Arch Viz Scotland/Materials/Environment/Door_frame_mat_1.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Materials/Environment/exterior_wall.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Environment/handle.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_handle_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Environment/inner_roof3.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_inner_roof3_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Environment/livingroom_floor4.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Environment/livingroom_wall3.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_wall3_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/chimini.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/Chopboard_mat.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/chopping-board.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/coffee_maker.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_AlbedoTransparency_2.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/DrainerNew.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/dish-rack_albedo.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/glass.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/gold_tap_handle 1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/gold_tap_handle.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/gold_tap_handle_1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/gold_tap_handle_2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/granite.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/green_wood.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/green_wood_1 Metal.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/green_wood_1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/green_wood_2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_AlbedoTransparencyTest.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/induction-hob.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_albedo.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/kitchan_mat_2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_BaseColor 1.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/knife-block.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/Knife_Holder_mat.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/knives.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/knives_albedo.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/marble.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/metal.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/mug-tree.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/Mug_Holder_mat.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/steel.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/toasterNew.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/white_wood.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/chair_2.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/chair_2/chair_5_d.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/laptop.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/NewCarpet.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/Living_room_carpet/Carpet.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/Remote.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/Sofa Set.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/teatable.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/TV.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV/TV_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Living Room/TV_Panels.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_AlbedoTransparency.png"
