path,fileBytes,meshAssets,totalVertices,totalTriangles,totalSubMeshes,readWrite,meshCompression,importMaterials,generateColliders,globalScale
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer02.fbx",44956,4,1424,976,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer03.fbx",43820,4,1340,928,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer04.fbx",51116,4,1412,1122,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer05.fbx",50892,4,1412,1122,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer06.fbx",42188,3,1112,852,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer07.fbx",42300,3,1112,852,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer08.fbx",42044,3,1112,852,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer09.fbx",43468,3,1156,896,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer10.fbx",43276,3,1156,896,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer11.fbx",70140,4,2046,2060,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer12.fbx",77996,5,2494,2416,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer13.fbx",90332,7,3182,2872,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer14.fbx",58668,4,1747,1602,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer15.fbx",64892,5,2616,2220,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer16.fbx",64828,5,2616,2220,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer17.fbx",64476,5,2616,2220,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer18.fbx",64364,5,2616,2220,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer19.fbx",34668,4,488,368,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer20.fbx",38940,5,648,492,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer21.fbx",87644,5,2774,2916,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer22.fbx",87500,5,2774,2916,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer23.fbx",87820,5,2776,2916,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer24.fbx",265596,4,7002,9638,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer25.fbx",264940,4,7002,9638,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer26.fbx",265100,4,7002,9638,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer27.fbx",164460,4,4487,6108,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer28.fbx",164460,4,4487,6108,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer29.fbx",48844,6,1118,928,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer30.fbx",42780,5,850,696,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer31.fbx",167884,10,5896,5392,10,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer32.fbx",166076,10,5788,5392,10,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer33.fbx",100236,7,3428,2844,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer34.fbx",83740,5,2596,2230,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer35.fbx",138892,8,4700,4348,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer36.fbx",131132,7,4331,4080,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer37.fbx",83228,4,2448,2336,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer38.fbx",132892,8,4798,4196,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer39.fbx",133340,8,4798,4196,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer40.fbx",102956,8,3894,3044,8,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer41.fbx",51516,7,1132,916,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer42.fbx",41852,5,768,620,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer43.fbx",45804,4,1412,1016,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer44.fbx",45836,4,1436,1016,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer45.fbx",87500,10,3812,2656,10,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer46.fbx",96380,10,4316,3008,10,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer47.fbx",77724,7,3140,2168,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer48.fbx",60380,5,2190,1540,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer49.fbx",53468,5,1872,1242,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer50.fbx",53180,5,1872,1242,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetAset.fbx",163356,21,6882,4886,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetBset.fbx",283532,21,10710,9792,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetCset.fbx",241564,21,8832,7022,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetDset.fbx",144908,21,5588,3882,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetEset.fbx",144940,21,5588,3882,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetFset.fbx",178828,21,6964,5186,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetGset.fbx",147100,21,5940,4110,21,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove01.fbx",92684,3,2986,2896,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove02.fbx",75868,3,2328,2076,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove03.fbx",97052,3,3704,2980,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove04.fbx",65244,2,1976,1596,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove05.fbx",110620,3,4580,3900,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove06.fbx",71324,2,2308,1948,2,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove07.fbx",155868,5,7065,5764,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust01.fbx",22940,1,76,44,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust02.fbx",23596,1,118,92,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust03.fbx",25532,1,228,200,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust04.fbx",23740,1,128,100,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust05.fbx",23308,1,90,68,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust06.fbx",25548,1,198,168,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust07.fbx",22812,1,72,44,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven01.fbx",65500,6,1376,1336,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven02.fbx",70860,6,1514,1524,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven03.fbx",151820,7,4454,5224,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven04.fbx",137772,7,4740,4628,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven05.fbx",64764,4,1794,1696,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven06.fbx",64300,4,1968,1792,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven07.fbx",66188,4,2463,1784,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven01.fbx",73980,6,1915,1692,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven02.fbx",112604,6,3175,3152,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven03.fbx",106364,5,4498,3398,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven04.fbx",92348,6,2658,2544,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven05.fbx",100748,6,2973,2820,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven06.fbx",70972,5,2317,1792,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven07.fbx",69164,4,2353,1830,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator01.fbx",55484,3,1542,1490,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator02.fbx",55436,3,1731,1632,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator03.fbx",93436,7,4026,3260,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator04.fbx",86940,5,3669,3010,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator05.fbx",82172,3,3772,3118,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator06.fbx",109548,5,4719,4082,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator07.fbx",52412,3,1545,1438,3,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink01.fbx",117964,4,3060,3400,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink02.fbx",104444,4,2716,2966,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink03.fbx",81372,4,1794,1938,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink04.fbx",133068,5,3928,4178,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink05.fbx",145004,5,4413,4594,5,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink06.fbx",121724,6,3334,3532,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink07.fbx",122300,4,3023,3738,4,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/SectionalSofaFabric.fbx",670172,7,16520,26640,7,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/SectionalSofaLeather.fbx",1031084,6,25152,41182,6,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa01.fbx",1218700,1,27892,49568,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa02.fbx",565820,1,13179,22912,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa03.fbx",489756,1,10505,18088,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa04.fbx",209356,1,4305,7200,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa05.fbx",115724,1,2065,3488,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa06.fbx",275868,1,5698,9592,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa07.fbx",178188,1,3577,5944,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa08.fbx",363340,1,8031,13528,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa09.fbx",241772,1,5432,9032,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa10.fbx",85532,1,1684,2696,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa11.fbx",6902620,1,148739,289704,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa12.fbx",3673260,1,75607,148280,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa13.fbx",1397324,1,29285,56216,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa14.fbx",1606252,1,33020,63768,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa15.fbx",1120892,1,23534,44328,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa16.fbx",548044,1,12918,21176,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa17.fbx",527852,1,12355,20744,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa18.fbx",317516,1,7100,11976,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa19.fbx",352284,1,8982,14696,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa20.fbx",249500,1,6420,10312,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa21.fbx",171868,1,3397,5732,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa22.fbx",198956,1,4039,6904,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa23.fbx",470812,1,10527,17012,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa24.fbx",634556,1,15397,26172,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa25.fbx",1362220,1,29734,54824,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa26.fbx",194972,1,3744,6040,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa27.fbx",235996,1,4734,8112,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa28.fbx",169228,1,3228,5648,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa29.fbx",149500,1,2879,5000,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa30.fbx",99756,1,1844,3080,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa31.fbx",349084,1,7683,12776,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa32.fbx",240636,1,5185,8456,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa33.fbx",462764,1,10123,16936,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa34.fbx",739868,1,14572,26768,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa35.fbx",1315500,1,26380,48968,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa36.fbx",268268,1,5738,9592,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa37.fbx",176508,1,3586,5944,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table01.fbx",19980,1,152,76,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table02.fbx",20012,1,152,76,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table03.fbx",20572,1,200,100,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table04.fbx",45532,1,812,1188,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table05.fbx",19612,1,120,60,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table06.fbx",20588,1,168,128,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table07.fbx",20940,1,208,144,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table08.fbx",23452,1,336,264,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table09.fbx",22124,1,256,200,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table10.fbx",21916,1,264,192,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table11.fbx",177020,1,3976,6780,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table12.fbx",167148,1,3576,6212,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table13.fbx",178476,1,3924,6588,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table14.fbx",222956,1,4964,8508,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table15.fbx",95180,1,2208,3420,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table16.fbx",237276,1,5236,9204,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table17.fbx",366204,1,7668,14332,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table18.fbx",122796,1,2352,4108,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table19.fbx",192540,1,4084,7092,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table20.fbx",89676,1,1904,3060,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table21.fbx",36860,1,658,860,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table22.fbx",36412,1,650,922,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table23.fbx",37948,1,648,828,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table24.fbx",204700,1,4370,6990,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table25.fbx",167388,1,4029,6414,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table26.fbx",39868,1,848,992,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table27.fbx",36428,1,680,864,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table28.fbx",35500,1,600,804,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table29.fbx",84140,1,1960,3130,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table30.fbx",47916,1,1074,1560,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table31.fbx",23036,1,240,184,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table32.fbx",52860,1,1142,1688,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table33.fbx",19660,1,128,64,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table34.fbx",19996,1,134,92,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table35.fbx",53788,1,1130,1432,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table36.fbx",120396,1,2537,4072,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table37.fbx",21148,1,228,162,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table38.fbx",123868,1,2836,4672,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table39.fbx",138684,1,3600,5088,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table40.fbx",79340,1,1900,2676,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table41.fbx",98636,1,2145,3176,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table42.fbx",84876,1,1914,2664,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table43.fbx",64812,1,1630,2132,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table44.fbx",59148,1,1197,1818,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table45.fbx",203036,1,5842,8864,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table46.fbx",237228,1,13002,11056,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table47.fbx",107452,1,2040,3324,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table48.fbx",42204,1,1025,1176,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table49.fbx",45740,1,1186,1392,1,False,Off,True,False,1
"Assets/Furniture Mega Pack/FBX/Table/Table50.fbx",493692,1,12030,20280,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_gate.fbx",678704,1,20942,12600,10,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_floor_2x1_03.fbx",281840,1,1410,858,2,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_roof_2x1_01.fbx",403056,1,6770,5110,4,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_church_italy.fbx",1139008,1,39483,31127,7,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_street_01.fbx",117856,1,4612,1730,2,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx",45184,1,216,300,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_pillar.fbx",86000,1,756,946,2,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_boat_pylon.fbx",87536,1,1331,1260,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_chair_02.fbx",77968,1,1057,1100,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_02.fbx",49504,1,576,516,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_03.fbx",106464,1,3160,3400,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_rounded.fbx",118560,1,3600,3300,1,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_04.fbx",147904,1,569,602,3,False,Off,True,False,1
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_table_cafe_square.fbx",45280,1,168,116,1,False,Off,True,False,1
"Assets/LowPolyLivingRoomPack/Meshes/Lamp_Tall.fbx",22076,1,343,178,1,False,Off,True,False,1
"Assets/LowPolyLivingRoomPack/Meshes/Speaker_Floor.fbx",22652,1,366,208,1,False,Off,True,False,1
"Assets/LowPolyLivingRoomPack/Meshes/Speaker_Soundbar.fbx",18556,1,38,20,1,False,Off,True,False,1
"Assets/LowPolyLivingRoomPack/Meshes/Stereo_Speaker.fbx",22204,1,313,184,1,False,Off,True,False,1
"Assets/My_Custom/SecurityCamera_LowPoly.fbx",35148,1,1596,824,7,False,Off,True,False,1
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx",25100,1,204,264,1,False,Off,True,False,1
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Well_01.fbx",52972,1,3072,1408,1,False,Off,True,False,1
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_Bucket_04.fbx",32844,1,770,408,1,False,Off,True,False,1
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_WateringCan_02.fbx",27612,1,436,368,1,False,Off,True,False,1
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_WoodenCrates_04.fbx",20524,1,312,156,1,False,Off,True,False,1
"Assets/picture-frame/source/pictureframe.fbx",2166880,1,184,100,1,False,Off,True,False,1
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Models/Primitive_Pyramid.fbx",21632,1,16,6,1,False,Off,True,False,1
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/BlinkVisual.fbx",34416,1,690,644,1,False,Off,True,False,1
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/Pinch_Pointer_LOD0.fbx",36156,1,546,1088,1,False,Off,True,False,1
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/Reticle_Torus.fbx",33056,1,429,768,1,False,Off,True,False,1
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/UniversalController.fbx",317024,9,4763,6928,9,False,Off,True,False,1
"Assets/SimpleNaturePack/Models/Branch_01.fbx",20652,1,198,66,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Bush_01.fbx",24940,2,372,124,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Bush_02.fbx",24252,2,316,118,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Bush_03.fbx",51388,2,2124,979,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Flowers_01.fbx",39036,2,1338,624,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Flowers_02.fbx",45388,2,1844,870,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Grass_01.fbx",29004,2,612,260,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Grass_02.fbx",24444,2,254,118,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Ground_01.fbx",35276,1,1319,440,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Ground_02.fbx",35436,1,1319,440,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Ground_03.fbx",35132,1,1316,440,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Mushroom_01.fbx",34908,2,1096,382,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Mushroom_02.fbx",23996,2,242,114,2,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Rock_01.fbx",19196,1,84,28,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Rock_02.fbx",19100,1,78,26,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Rock_03.fbx",18908,1,60,20,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Rock_04.fbx",19196,1,84,28,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Rock_05.fbx",19980,1,132,76,1,False,Off,False,False,1
"Assets/SimpleNaturePack/Models/Stump_01.fbx",27340,2,508,170,2,False,Off,False,False,1
